Location,Crop,Region,Soil Type,Rainfall (mm),Temperature (°C),Drought Tolerance,Flood Resistance,Heat Resilience,Yield Under Stress (tons/ha)
Ladakh,Soybean,East,Loamy,1111.35,21.4,0.99,0.02,0.26,5.69
Punjab,Cotton,Central,Silt,910.58,34.9,0.5,0.66,0.71,7.84
Uttar Pradesh,Cotton,West,Loamy,317.14,37.4,0.57,0.63,0.44,3.04
Jharkhand,Maize,North,Sandy,560.68,30.3,0.9,0.51,0.61,8.08
Nagaland,Soybean,South,Loamy,684.5,37.3,0.21,0.8,0.05,4.79
Rajasthan,Cotton,Central,Clay,1410.66,31.3,0.99,0.95,0.92,7.13
Punjab,Soybean,West,Sandy,1475.35,35.4,0.73,0.52,0.11,4.03
Tamil Nadu,Rice,North,Sandy,1413.36,23.1,0.66,0.06,0.31,7.21
Arunachal Pradesh,Maize,Central,Silt,1238.35,37.3,0.69,0.69,0.06,9.38
Manipur,Maize,Central,Peaty,1178.79,36.8,0.4,0.08,0.88,2.47
Haryana,Cotton,West,Loamy,311.25,28.7,0.25,0.04,0.25,3.77
Assam,Cotton,North,Silt,1447.55,21.6,0.85,0.02,0.47,1.7
Uttarakhand,Soybean,East,Peaty,662.31,37.8,0.27,0.15,0.29,8.57
Tripura,Rice,North,Peaty,692.25,17.0,0.84,0.28,0.94,2.54
Jammu and Kashmir,Wheat,East,Clay,698.22,28.2,0.74,0.77,0.92,4.5
Uttar Pradesh,Cotton,South,Sandy,400.28,32.4,0.68,0.54,0.1,1.83
Gujarat,Rice,Central,Sandy,944.41,20.1,0.51,0.34,0.4,9.58
Assam,Rice,South,Loamy,1490.33,20.5,0.35,0.61,0.65,1.22
Meghalaya,Wheat,East,Peaty,308.93,38.0,0.2,0.98,0.59,8.46
Tamil Nadu,Cotton,North,Sandy,556.76,33.8,0.02,0.98,0.5,8.2
Manipur,Cotton,South,Loamy,975.38,24.2,0.21,0.45,0.87,5.3
Gujarat,Maize,North,Silt,929.79,17.5,0.07,0.61,0.51,6.13
Himachal Pradesh,Rice,South,Clay,1187.63,39.4,0.87,0.62,0.36,5.03
Chhattisgarh,Wheat,South,Peaty,598.79,40.0,0.4,0.73,0.77,5.57
Nagaland,Wheat,Central,Sandy,1488.8,32.8,0.33,0.93,0.75,5.57
Bihar,Maize,South,Clay,1065.28,37.8,0.62,0.95,0.54,8.16
Meghalaya,Cotton,North,Sandy,1300.28,19.9,0.39,0.99,0.06,6.21
Telangana,Rice,East,Sandy,572.46,36.6,1.0,0.23,0.57,3.21
Jharkhand,Rice,North,Clay,653.75,37.3,0.78,0.14,0.1,9.61
Ladakh,Soybean,West,Clay,931.2,18.3,0.59,0.83,0.66,9.56
Mizoram,Soybean,North,Clay,728.31,31.4,0.36,0.53,0.22,6.71
Bihar,Soybean,South,Loamy,865.64,24.0,0.35,0.14,0.06,7.03
Nagaland,Soybean,West,Clay,394.75,28.1,0.77,0.79,0.66,6.3
Haryana,Soybean,East,Peaty,301.61,35.6,0.04,0.73,0.16,1.18
Mizoram,Maize,East,Sandy,1076.29,28.3,0.22,0.58,0.59,2.34
Nagaland,Soybean,Central,Clay,671.48,38.3,0.83,0.5,0.81,9.4
Kerala,Maize,West,Loamy,1243.38,30.6,0.31,0.08,0.56,7.23
Uttar Pradesh,Cotton,Central,Silt,420.64,38.9,0.43,0.88,0.63,6.25
Haryana,Cotton,Central,Silt,804.77,31.7,0.6,0.54,0.16,4.64
Tamil Nadu,Cotton,North,Silt,841.81,22.9,0.47,0.15,0.1,1.16
Tripura,Cotton,North,Peaty,984.09,24.4,0.26,0.12,0.27,2.26
Manipur,Rice,North,Peaty,1227.5,17.2,0.35,0.55,0.12,9.38
Madhya Pradesh,Soybean,North,Loamy,367.83,37.5,0.73,0.64,0.28,1.91
Haryana,Wheat,South,Sandy,1046.68,15.2,0.94,0.41,0.65,9.71
Gujarat,Maize,Central,Peaty,1070.14,29.2,0.54,0.95,0.51,6.87
Manipur,Cotton,East,Peaty,417.31,30.4,0.99,0.65,0.77,2.55
Rajasthan,Maize,Central,Loamy,356.88,34.5,0.23,0.18,0.13,5.37
Mizoram,Maize,Central,Clay,624.46,22.6,0.3,0.11,0.72,9.34
Sikkim,Rice,South,Sandy,918.18,24.2,0.81,0.16,0.8,2.5
West Bengal,Soybean,South,Peaty,688.3,36.8,0.06,0.99,0.06,4.6
Haryana,Maize,Central,Loamy,1185.08,17.1,0.73,0.64,0.13,8.49
Mizoram,Cotton,North,Loamy,280.53,28.7,0.09,0.61,0.61,3.94
Sikkim,Cotton,South,Silt,704.19,36.3,0.68,0.01,0.91,4.38
Tamil Nadu,Soybean,East,Sandy,1126.52,21.1,0.83,0.75,0.27,2.53
Kerala,Rice,West,Loamy,277.21,35.4,0.43,0.94,0.95,4.36
Mizoram,Maize,East,Silt,927.77,32.2,0.22,0.62,0.95,3.29
Ladakh,Soybean,West,Loamy,1327.89,25.7,0.82,0.62,0.84,9.34
Delhi,Maize,Central,Peaty,324.05,21.7,0.05,0.99,0.35,7.55
Uttar Pradesh,Maize,North,Silt,924.92,28.9,0.54,0.17,0.41,7.29
Bihar,Maize,North,Silt,1199.4,29.8,0.49,0.36,0.03,5.86
Tripura,Rice,South,Peaty,466.25,30.6,0.74,0.01,0.5,1.68
Nagaland,Soybean,East,Clay,844.3,15.8,0.48,0.61,0.24,3.99
Andhra Pradesh,Cotton,North,Sandy,1471.02,24.0,0.03,0.28,0.88,1.79
Meghalaya,Wheat,East,Peaty,201.73,26.6,0.31,0.52,0.55,4.55
Nagaland,Soybean,North,Peaty,590.06,16.7,0.24,0.76,0.86,7.88
Gujarat,Soybean,East,Peaty,618.62,39.4,0.57,0.23,0.25,4.94
Kerala,Soybean,West,Clay,1333.15,30.6,0.29,0.45,0.04,7.13
Assam,Wheat,South,Peaty,1189.13,31.9,0.26,0.91,0.47,5.82
Manipur,Rice,North,Clay,203.54,33.3,0.85,0.6,0.37,4.98
Maharashtra,Wheat,West,Silt,1475.79,19.5,0.7,0.17,0.32,7.23
Madhya Pradesh,Rice,North,Clay,1076.78,28.3,0.6,0.17,0.65,2.13
Madhya Pradesh,Cotton,West,Loamy,1154.29,27.8,0.7,0.88,0.89,5.13
West Bengal,Soybean,West,Clay,816.71,17.0,0.31,0.81,0.65,5.73
Punjab,Maize,East,Peaty,661.64,27.3,0.15,0.92,0.5,2.67
Tripura,Rice,North,Peaty,376.62,27.4,0.48,0.47,0.65,2.32
Bihar,Cotton,South,Clay,1107.66,36.6,0.16,0.39,0.97,1.66
Goa,Soybean,North,Loamy,1391.62,16.8,0.74,0.71,0.17,8.43
Telangana,Wheat,South,Silt,240.9,32.8,0.38,0.47,0.97,3.03
Jharkhand,Wheat,Central,Peaty,225.66,38.5,0.46,0.28,0.92,6.82
Punjab,Maize,West,Peaty,727.15,26.9,0.19,0.46,0.62,6.35
Madhya Pradesh,Wheat,Central,Clay,538.56,18.2,0.2,0.58,0.6,1.66
Jammu and Kashmir,Rice,Central,Clay,1049.48,29.3,0.06,0.8,0.28,2.81
Madhya Pradesh,Soybean,West,Clay,524.25,32.6,0.66,0.89,0.75,5.47
Himachal Pradesh,Cotton,West,Sandy,1386.25,25.3,0.77,0.06,0.09,7.5
Punjab,Wheat,West,Clay,972.97,37.3,0.8,0.43,0.91,6.01
Haryana,Soybean,Central,Loamy,362.62,27.4,0.11,0.62,0.54,3.93
Delhi,Soybean,East,Loamy,273.92,36.1,0.33,0.29,0.64,8.66
Ladakh,Wheat,East,Clay,1031.89,25.3,0.05,0.65,0.1,1.32
Telangana,Maize,Central,Loamy,354.53,29.1,0.25,0.26,0.74,7.89
Telangana,Cotton,West,Silt,1422.62,38.1,0.96,0.4,0.64,8.9
Sikkim,Wheat,Central,Silt,1375.88,22.1,0.98,0.37,0.03,3.26
Nagaland,Soybean,East,Clay,710.82,23.6,0.56,0.53,0.24,2.91
Jharkhand,Soybean,South,Peaty,1222.84,21.7,0.78,0.75,0.85,2.96
Madhya Pradesh,Rice,East,Loamy,741.36,18.0,0.03,0.14,0.42,9.77
Ladakh,Cotton,South,Silt,1194.24,16.9,0.89,0.57,0.52,5.71
Himachal Pradesh,Wheat,North,Loamy,510.75,33.4,0.24,0.47,0.78,8.82
Goa,Maize,East,Clay,1389.57,24.0,0.35,0.55,1.0,1.52
Karnataka,Cotton,East,Clay,505.68,23.6,0.59,0.55,0.82,5.11
Madhya Pradesh,Wheat,North,Clay,765.4,24.3,0.17,0.05,0.7,1.3
Kerala,Maize,North,Clay,1325.19,19.4,0.84,0.5,0.18,5.37
Jammu and Kashmir,Maize,North,Peaty,924.14,19.0,0.31,0.28,0.91,5.7
Odisha,Wheat,Central,Silt,375.32,19.7,0.53,0.23,0.28,7.05
Ladakh,Wheat,North,Peaty,308.84,32.5,0.43,0.75,0.53,2.89
West Bengal,Soybean,Central,Sandy,544.19,21.1,0.35,0.52,0.84,4.68
Arunachal Pradesh,Maize,Central,Clay,989.7,35.8,0.39,0.35,0.38,7.5
Gujarat,Cotton,West,Silt,1428.19,20.6,0.42,0.71,0.36,2.76
Mizoram,Wheat,West,Peaty,1228.68,37.8,0.62,0.72,0.67,5.47
Ladakh,Rice,Central,Sandy,1070.25,33.7,0.27,0.92,0.45,1.21
Himachal Pradesh,Rice,West,Loamy,516.27,29.8,0.15,0.29,0.88,9.17
Manipur,Rice,North,Sandy,1314.39,38.2,0.83,0.27,0.35,4.95
Uttar Pradesh,Maize,East,Silt,258.62,36.2,0.29,0.89,0.76,4.2
Punjab,Wheat,Central,Clay,1016.74,20.0,0.61,0.38,0.22,9.65
West Bengal,Wheat,Central,Loamy,1200.24,30.5,0.48,0.5,0.37,5.03
Meghalaya,Soybean,East,Silt,1477.6,31.0,0.05,0.48,0.92,8.23
Jammu and Kashmir,Cotton,Central,Clay,1362.12,25.0,0.5,0.15,0.02,7.41
Kerala,Soybean,West,Clay,796.88,19.2,0.32,0.58,0.68,4.12
West Bengal,Soybean,North,Clay,532.04,19.1,0.78,0.38,0.97,8.15
Andhra Pradesh,Rice,West,Peaty,1256.02,23.2,0.41,0.41,0.22,7.28
Bihar,Wheat,West,Clay,319.09,24.0,0.2,0.82,0.23,9.63
Odisha,Rice,South,Peaty,1088.79,20.5,0.59,0.84,0.08,4.74
Sikkim,Rice,South,Peaty,765.75,28.9,0.12,0.43,0.99,6.86
Uttar Pradesh,Soybean,North,Silt,1090.87,17.3,0.79,0.34,0.79,5.3
Maharashtra,Soybean,South,Sandy,1497.39,29.0,0.52,0.31,0.56,9.26
Jammu and Kashmir,Rice,West,Peaty,1119.81,32.6,0.34,0.85,0.34,9.32
Mizoram,Maize,Central,Silt,221.65,19.2,0.6,0.97,0.13,3.36
Telangana,Soybean,East,Silt,546.67,16.1,0.78,0.04,0.95,3.88
Tamil Nadu,Cotton,West,Sandy,621.91,34.3,0.15,0.43,0.98,3.33
Mizoram,Cotton,North,Loamy,1490.33,20.3,0.25,0.92,0.24,8.14
Odisha,Maize,East,Peaty,377.4,34.5,0.06,0.17,0.09,4.21
Delhi,Cotton,Central,Peaty,922.13,20.3,0.58,0.11,0.31,9.5
Nagaland,Cotton,West,Loamy,748.22,17.0,0.21,0.01,0.85,3.21
Bihar,Maize,West,Peaty,774.58,22.2,0.46,0.98,0.7,1.68
West Bengal,Rice,East,Silt,1395.57,38.7,0.08,0.4,0.54,2.17
Meghalaya,Rice,South,Clay,1455.61,32.2,0.77,0.64,0.72,5.72
Ladakh,Soybean,West,Sandy,980.18,38.1,0.97,0.3,0.58,3.59
Maharashtra,Maize,South,Clay,1201.07,38.1,0.21,0.3,1.0,7.73
Telangana,Cotton,South,Silt,375.84,30.3,0.38,0.76,0.28,8.2
West Bengal,Rice,West,Clay,1221.08,30.3,0.98,0.37,0.65,2.05
Uttarakhand,Cotton,West,Silt,1475.52,30.5,0.13,0.96,0.73,2.18
Mizoram,Cotton,South,Sandy,1234.55,33.1,0.49,0.63,0.53,4.11
Tamil Nadu,Rice,West,Clay,443.22,22.8,0.2,0.58,0.46,5.31
Madhya Pradesh,Rice,East,Clay,669.62,27.1,0.04,0.61,0.08,1.48
Jharkhand,Wheat,North,Peaty,479.41,20.2,0.12,0.08,0.54,8.2
Jharkhand,Maize,Central,Silt,285.3,39.7,0.57,0.97,0.24,2.76
Assam,Wheat,South,Sandy,1340.98,35.7,0.38,0.12,0.82,8.09
Rajasthan,Wheat,Central,Clay,595.3,33.3,0.93,0.96,0.67,9.45
Arunachal Pradesh,Cotton,Central,Sandy,549.82,27.1,0.32,0.77,0.43,5.45
Gujarat,Rice,West,Clay,563.79,33.8,0.15,0.18,0.8,1.63
Chhattisgarh,Soybean,East,Clay,1128.8,38.6,0.55,0.01,0.03,3.52
Jharkhand,Soybean,East,Sandy,1394.37,21.7,0.64,0.8,0.58,2.41
Jharkhand,Cotton,North,Peaty,737.89,15.9,0.8,0.17,0.83,2.88
Haryana,Wheat,North,Clay,957.54,28.4,0.09,0.4,0.2,7.85
Maharashtra,Rice,East,Clay,640.18,19.0,0.51,0.16,0.75,3.05
Tamil Nadu,Wheat,Central,Clay,306.49,17.0,0.72,0.02,1.0,1.11
Uttar Pradesh,Rice,Central,Peaty,1054.08,22.6,0.1,0.87,0.31,6.45
Goa,Cotton,Central,Loamy,735.55,22.7,0.44,0.95,0.3,5.42
Haryana,Rice,North,Peaty,813.74,27.2,0.76,0.49,0.05,2.43
Ladakh,Soybean,West,Loamy,597.69,33.1,0.48,0.8,0.13,2.65
Maharashtra,Soybean,Central,Clay,852.89,35.6,0.78,0.16,0.04,7.91
Jharkhand,Wheat,West,Clay,605.25,29.9,0.25,0.45,0.24,4.36
Uttarakhand,Rice,East,Peaty,814.31,35.0,0.36,0.17,0.6,4.44
Rajasthan,Soybean,South,Sandy,405.43,37.6,0.99,0.9,0.92,8.23
Telangana,Rice,North,Clay,541.5,35.9,0.67,0.78,0.57,4.41
Nagaland,Maize,Central,Loamy,537.53,15.4,0.62,0.69,0.97,2.21
Nagaland,Soybean,West,Peaty,767.1,31.8,0.34,0.3,0.77,3.15
Rajasthan,Cotton,West,Loamy,639.89,24.6,0.64,0.48,0.08,1.24
Goa,Wheat,West,Peaty,1281.8,22.4,0.44,0.13,0.87,4.29
Jharkhand,Rice,Central,Sandy,967.81,36.6,0.51,0.69,0.93,8.33
Sikkim,Wheat,North,Loamy,581.42,31.9,0.76,0.73,0.67,3.72
Nagaland,Cotton,South,Silt,1107.27,24.8,0.86,0.46,0.61,4.14
West Bengal,Wheat,North,Peaty,1356.13,18.5,0.72,0.9,0.95,7.15
Telangana,Maize,Central,Sandy,519.19,35.6,0.04,0.28,0.18,7.68
Arunachal Pradesh,Soybean,Central,Silt,217.33,31.8,0.08,0.2,0.83,1.55
Jharkhand,Cotton,North,Peaty,1403.77,39.5,0.3,0.04,0.8,6.36
Rajasthan,Wheat,West,Peaty,1335.4,30.3,0.4,0.16,0.82,5.37
Andhra Pradesh,Soybean,Central,Peaty,665.05,21.4,0.97,0.84,0.19,4.74
Kerala,Rice,South,Sandy,890.05,31.2,0.55,0.23,0.29,7.2
Uttar Pradesh,Wheat,South,Peaty,508.04,18.2,0.87,0.7,0.28,6.53
Delhi,Maize,West,Sandy,1498.02,34.7,0.07,0.96,0.25,2.43
Madhya Pradesh,Maize,Central,Peaty,599.62,23.2,0.1,0.44,0.23,3.66
Telangana,Soybean,South,Sandy,884.31,17.4,0.88,0.75,0.45,3.87
Ladakh,Maize,West,Clay,1025.93,32.8,0.33,0.65,0.58,8.97
Manipur,Wheat,Central,Sandy,1410.28,15.1,0.9,0.84,0.44,8.45
Nagaland,Wheat,North,Loamy,1290.43,30.2,0.06,0.36,0.12,7.89
Karnataka,Soybean,East,Loamy,838.5,33.6,0.74,0.2,0.83,5.36
Meghalaya,Rice,South,Sandy,773.42,23.4,0.62,0.33,0.77,7.09
Meghalaya,Cotton,East,Loamy,935.73,25.0,0.3,0.75,0.69,2.91
Odisha,Rice,East,Peaty,317.07,35.7,0.01,0.01,0.34,2.93
Delhi,Cotton,East,Loamy,694.78,33.3,0.96,0.38,0.91,9.59
Madhya Pradesh,Rice,Central,Clay,462.95,29.1,0.56,0.48,0.33,4.17
Maharashtra,Soybean,South,Sandy,464.36,36.6,0.36,0.73,0.37,2.58
Arunachal Pradesh,Soybean,North,Clay,1244.81,34.4,0.17,0.64,0.34,7.85
Jammu and Kashmir,Soybean,Central,Clay,1296.3,32.9,0.12,0.83,0.08,9.24
Goa,Maize,East,Loamy,307.83,24.8,0.76,0.26,0.63,7.68
Tripura,Maize,Central,Peaty,265.37,24.5,0.21,0.4,0.11,5.73
Ladakh,Maize,West,Silt,1091.32,18.2,0.17,0.62,0.0,9.15
Madhya Pradesh,Wheat,North,Clay,273.39,36.5,0.65,0.8,0.67,3.16
Mizoram,Maize,South,Peaty,1297.64,32.7,0.96,0.54,0.73,9.59
Arunachal Pradesh,Rice,West,Peaty,1207.68,35.1,0.39,0.32,0.33,7.01
Uttar Pradesh,Maize,West,Silt,592.0,29.0,0.3,0.99,0.22,2.47
Tripura,Maize,North,Silt,1102.79,27.5,0.9,0.76,0.33,1.48
Rajasthan,Wheat,West,Peaty,293.61,37.8,0.16,0.96,0.8,7.38
Delhi,Cotton,East,Sandy,890.07,26.0,0.53,0.93,0.67,7.28
Odisha,Cotton,West,Silt,1449.23,36.2,0.49,0.81,0.41,1.64
West Bengal,Maize,West,Peaty,846.58,31.7,0.39,0.48,0.67,4.13
Manipur,Cotton,West,Sandy,508.75,20.6,0.3,0.32,0.75,7.78
Jharkhand,Soybean,West,Clay,1292.12,34.1,0.2,0.4,0.56,1.84
Manipur,Maize,West,Loamy,586.45,27.4,0.61,0.77,0.27,6.94
Odisha,Wheat,South,Silt,248.12,17.4,0.22,0.16,0.03,1.81
Maharashtra,Rice,West,Sandy,520.43,20.5,0.64,0.34,0.99,4.38
Chhattisgarh,Wheat,Central,Silt,1320.87,26.8,0.98,0.61,0.94,4.53
Madhya Pradesh,Rice,North,Sandy,532.15,32.7,0.9,0.65,0.39,9.68
Haryana,Soybean,West,Peaty,1429.69,40.0,0.36,0.37,0.21,6.83
Telangana,Maize,South,Sandy,387.23,22.6,0.78,0.9,0.61,6.87
Delhi,Rice,West,Peaty,533.75,17.1,0.73,0.37,0.37,9.99
Sikkim,Maize,Central,Sandy,855.24,29.8,0.17,0.57,0.6,8.52
Karnataka,Soybean,Central,Loamy,1008.46,23.9,0.8,0.57,0.09,9.75
Mizoram,Wheat,North,Clay,889.84,26.1,0.47,0.59,0.66,6.98
Telangana,Cotton,West,Peaty,1030.64,19.4,0.73,0.86,0.44,9.6
Haryana,Rice,Central,Sandy,942.67,34.3,0.09,0.38,0.29,8.28
Haryana,Wheat,North,Peaty,566.09,32.8,0.93,0.39,0.09,6.97
Goa,Maize,East,Silt,446.04,37.0,0.07,0.49,0.51,3.08
Mizoram,Soybean,Central,Peaty,478.18,16.4,0.55,0.88,0.28,4.62
Haryana,Soybean,Central,Sandy,1006.77,30.5,0.82,0.83,0.2,5.6
Assam,Maize,Central,Sandy,1485.02,20.8,0.26,0.98,0.47,9.18
Jharkhand,Soybean,South,Silt,747.66,38.0,0.19,0.84,0.95,1.27
West Bengal,Soybean,East,Clay,1030.32,39.8,0.47,0.96,0.55,2.28
Mizoram,Cotton,West,Clay,281.52,26.2,0.16,0.57,0.35,7.13
Rajasthan,Wheat,Central,Clay,1386.83,35.4,0.67,0.79,0.11,2.77
Ladakh,Rice,West,Sandy,1363.12,20.6,0.38,0.73,0.85,4.78
Arunachal Pradesh,Wheat,South,Sandy,1204.96,27.4,0.53,0.38,0.82,9.53
Ladakh,Wheat,South,Silt,1491.69,35.4,0.14,0.44,0.13,3.54
Sikkim,Cotton,North,Clay,522.36,32.4,0.73,0.51,0.04,6.95
Delhi,Wheat,West,Silt,1234.72,19.7,0.28,1.0,0.17,4.5
Mizoram,Cotton,East,Loamy,399.32,28.3,0.26,0.67,0.46,7.87
Meghalaya,Cotton,East,Clay,1306.43,21.5,0.86,0.03,0.4,2.17
Nagaland,Soybean,Central,Clay,558.93,24.3,0.08,0.09,0.34,5.72
Odisha,Wheat,North,Loamy,841.86,33.1,0.97,0.55,0.22,2.12
Sikkim,Maize,North,Silt,657.69,23.2,0.83,0.58,0.62,4.28
Jharkhand,Cotton,West,Peaty,485.2,23.3,0.09,0.92,0.47,5.21
Goa,Cotton,South,Peaty,1428.91,23.9,0.25,0.39,0.58,8.82
West Bengal,Rice,South,Silt,225.38,26.2,0.52,0.64,0.29,6.15
Goa,Cotton,North,Peaty,1340.99,37.1,0.39,0.91,0.8,7.54
West Bengal,Soybean,Central,Silt,442.63,37.7,0.88,0.86,0.54,4.45
Bihar,Cotton,Central,Peaty,204.31,25.1,0.66,0.2,0.64,6.58
Rajasthan,Soybean,West,Clay,1074.87,20.6,0.33,0.01,0.47,7.65
Madhya Pradesh,Maize,Central,Clay,1189.49,27.8,0.78,0.98,0.08,2.56
Rajasthan,Maize,Central,Sandy,246.18,33.8,0.06,0.12,0.18,8.49
Meghalaya,Rice,West,Sandy,315.56,30.1,0.06,0.42,0.47,4.84
Nagaland,Cotton,West,Silt,232.11,28.3,0.8,0.72,0.38,4.65
West Bengal,Maize,Central,Peaty,1031.67,27.8,0.19,0.65,0.25,3.35
Jammu and Kashmir,Rice,South,Sandy,709.18,39.8,0.49,0.85,0.53,7.26
Andhra Pradesh,Cotton,East,Loamy,531.19,23.4,0.0,0.93,0.78,7.7
Jharkhand,Soybean,South,Peaty,1060.01,37.2,0.43,0.19,0.02,7.99
Kerala,Soybean,East,Silt,1038.81,17.2,0.32,0.03,0.91,9.34
Rajasthan,Soybean,North,Sandy,1115.17,26.2,0.47,0.32,0.26,1.45
Uttar Pradesh,Soybean,South,Clay,478.9,26.9,0.11,0.67,0.41,3.67
Uttar Pradesh,Maize,South,Clay,1371.84,22.6,0.96,0.23,0.68,2.13
West Bengal,Rice,Central,Clay,1382.67,29.4,0.23,0.54,0.9,9.22
Rajasthan,Wheat,South,Peaty,1116.65,31.1,0.31,0.44,0.4,5.44
Sikkim,Rice,Central,Sandy,1136.66,15.6,0.66,0.01,0.74,1.02
Kerala,Soybean,Central,Loamy,1286.58,32.6,0.99,0.04,0.48,1.34
Mizoram,Maize,East,Clay,736.2,38.7,0.89,0.75,0.93,5.71
Gujarat,Cotton,North,Sandy,1368.74,35.9,0.9,0.73,0.97,2.95
Ladakh,Soybean,Central,Clay,1078.3,25.7,0.38,0.42,0.92,5.28
Goa,Soybean,Central,Peaty,1027.27,33.0,0.72,0.65,0.88,9.49
West Bengal,Wheat,South,Silt,1316.86,21.9,0.33,0.77,0.51,4.5
Jammu and Kashmir,Cotton,East,Loamy,490.21,18.7,0.35,0.49,0.98,1.63
Jammu and Kashmir,Soybean,Central,Loamy,311.67,25.9,0.06,0.83,0.83,4.26
Ladakh,Wheat,Central,Peaty,214.63,37.6,0.73,0.25,0.44,2.98
Tamil Nadu,Soybean,South,Peaty,1309.96,16.7,0.37,0.21,0.17,9.84
Rajasthan,Soybean,South,Loamy,1498.69,16.5,0.33,0.9,0.79,9.87
Rajasthan,Soybean,West,Loamy,221.95,27.3,0.27,0.03,0.24,5.11
Uttarakhand,Rice,West,Silt,1435.5,24.6,0.68,0.63,0.1,4.27
Sikkim,Soybean,North,Loamy,1288.07,19.9,0.8,0.94,0.42,9.48
Delhi,Maize,South,Clay,530.17,22.8,0.46,0.58,0.2,9.15
Telangana,Rice,West,Clay,883.65,27.7,0.69,0.41,0.59,1.16
Andhra Pradesh,Wheat,West,Clay,288.9,31.1,0.59,0.03,0.7,2.47
West Bengal,Soybean,North,Sandy,756.89,36.8,0.13,0.61,0.81,3.31
Himachal Pradesh,Rice,North,Sandy,1404.11,21.4,0.55,0.06,0.86,4.04
Arunachal Pradesh,Maize,West,Peaty,464.08,27.4,0.54,0.1,0.15,6.92
Nagaland,Cotton,South,Sandy,1178.29,18.0,0.98,0.24,0.26,6.71
Tamil Nadu,Soybean,North,Clay,1154.96,37.3,0.36,0.16,0.04,7.78
Meghalaya,Soybean,North,Peaty,956.31,33.6,0.65,0.65,0.8,1.22
Uttarakhand,Rice,West,Peaty,935.44,33.2,0.09,0.92,0.37,7.56
Sikkim,Soybean,North,Loamy,409.25,15.3,0.31,0.17,0.64,5.12
Ladakh,Rice,Central,Clay,696.59,36.5,0.8,0.23,0.92,9.9
Odisha,Maize,Central,Silt,292.8,40.0,0.01,0.84,0.66,9.26
Kerala,Soybean,North,Peaty,709.79,25.4,0.0,0.67,0.77,2.18
Manipur,Maize,Central,Sandy,1278.46,15.7,0.08,0.9,0.69,4.92
Arunachal Pradesh,Maize,Central,Silt,992.51,28.8,0.93,0.23,0.97,4.24
Madhya Pradesh,Wheat,East,Loamy,711.51,15.9,0.53,0.74,0.08,4.75
Telangana,Maize,East,Silt,888.55,24.8,0.27,0.91,0.17,1.9
Nagaland,Maize,North,Loamy,1472.34,28.2,0.82,0.3,0.69,4.66
Haryana,Soybean,Central,Silt,875.25,20.8,0.6,0.62,0.88,6.33
Meghalaya,Maize,North,Silt,1014.04,28.1,0.23,0.51,0.99,3.83
Ladakh,Soybean,West,Peaty,1242.11,37.3,0.4,0.08,0.43,3.22
Madhya Pradesh,Rice,West,Peaty,416.24,16.0,0.36,0.08,0.89,8.36
Chhattisgarh,Cotton,North,Sandy,778.13,27.4,0.3,0.7,0.96,1.06
Karnataka,Cotton,North,Sandy,1348.83,30.2,0.55,0.44,0.18,5.7
Assam,Maize,North,Silt,647.06,35.9,0.27,0.35,0.23,2.91
Odisha,Soybean,North,Clay,881.61,26.5,0.8,0.72,0.27,6.63
Gujarat,Wheat,Central,Silt,484.9,24.2,0.72,0.02,1.0,8.55
Uttar Pradesh,Rice,South,Silt,1427.75,19.3,0.86,0.33,0.16,6.07
Himachal Pradesh,Rice,North,Clay,900.14,22.9,0.24,0.71,0.19,2.57
Kerala,Maize,Central,Silt,1009.48,33.1,0.11,0.66,0.79,2.31
Rajasthan,Cotton,West,Peaty,1436.82,26.6,0.05,0.19,0.19,6.35
Bihar,Cotton,South,Silt,872.39,19.9,0.55,0.04,0.95,5.22
Sikkim,Maize,North,Clay,1472.96,36.7,0.66,0.79,0.67,5.58
Kerala,Wheat,West,Clay,1444.13,38.0,0.29,0.16,1.0,7.25
Manipur,Maize,West,Silt,1427.46,22.2,0.81,0.73,0.57,3.13
Gujarat,Wheat,South,Clay,1351.25,26.2,0.54,0.54,0.47,3.49
Tripura,Wheat,North,Loamy,851.47,30.8,0.09,0.91,0.35,9.13
Delhi,Cotton,Central,Peaty,421.59,25.5,0.82,0.22,0.45,1.69
Maharashtra,Wheat,North,Sandy,815.62,32.5,0.05,0.71,0.26,8.04
Rajasthan,Wheat,South,Peaty,607.18,23.7,0.93,0.97,0.24,4.65
Tamil Nadu,Cotton,South,Silt,1128.84,25.7,0.24,0.0,0.03,2.13
Goa,Maize,Central,Silt,1079.81,29.4,0.33,0.65,0.89,5.32
Assam,Wheat,West,Loamy,977.34,31.2,0.24,0.7,0.32,1.52
Jharkhand,Rice,Central,Peaty,1404.42,20.4,0.17,0.21,0.03,4.64
Kerala,Wheat,West,Sandy,620.52,28.5,0.24,0.97,0.88,2.3
Jammu and Kashmir,Wheat,North,Silt,1443.16,19.4,0.01,0.7,0.23,8.88
Punjab,Cotton,West,Loamy,244.34,30.5,0.55,0.38,0.75,9.41
Rajasthan,Maize,East,Clay,485.77,17.2,0.27,0.26,0.19,1.4
Kerala,Wheat,Central,Silt,1128.7,16.6,0.51,0.64,0.13,2.27
Uttar Pradesh,Rice,South,Sandy,545.88,31.0,0.64,0.09,0.5,7.5
Rajasthan,Rice,South,Sandy,525.57,38.0,0.57,0.65,0.37,9.13
